date,ethereum
2018-08-02 20:03:20, 0.054487239877888144
2018-08-02 21:03:21, 0.05449738679803878
2018-08-02 22:03:21, 0.05484389792992547
2018-08-02 23:03:21, 0.054556943564670946
2018-08-03 00:03:20, 0.05466700081667668
2018-08-03 01:03:21, 0.054778017742216675
2018-08-03 02:03:22, 0.05464017677290906
2018-08-03 03:03:21, 0.05494054916081676
2018-08-03 04:03:21, 0.05495102112494962
2018-08-03 05:03:20, 0.055315120043234814
2018-08-03 06:03:22, 0.055478479471392846
2018-08-03 07:03:21, 0.05541323381510994
2018-08-03 08:03:20, 0.05575372156130358
2018-08-03 09:03:21, 0.05580517611133654
2018-08-03 10:03:22, 0.055880568222260195
2018-08-03 11:03:20, 0.05593054736629767
2018-08-03 12:03:21, 0.0553517044910692
2018-08-03 13:03:22, 0.055433896538741256
2018-08-03 14:03:22, 0.05540096650535795
2018-08-03 15:03:21, 0.055606905688178845
2018-08-03 16:03:20, 0.055796538012398665
2018-08-03 17:03:22, 0.05606768982871666
2018-08-03 18:03:22, 0.05624761964975254
2018-08-03 19:03:21, 0.056177881970844355
2018-08-03 20:03:20, 0.05617737953458963
2018-08-03 21:03:23, 0.05623631407636303
2018-08-03 22:03:20, 0.05618893497168725
2018-08-03 23:03:21, 0.05613779591791299
2018-08-04 00:03:21, 0.05603244546508872
2018-08-04 01:03:20, 0.05606021316951315
2018-08-04 02:03:21, 0.05600082536506919
2018-08-04 03:03:20, 0.055971979472524816
2018-08-04 04:03:20, 0.05609258861315886
2018-08-04 05:03:21, 0.055997051049474986
2018-08-04 06:03:20, 0.05603745486233179
2018-08-04 07:03:22, 0.055874830820924225
2018-08-04 08:03:22, 0.055932274034905534
2018-08-04 09:03:21, 0.056017259100771856
2018-08-04 10:03:24, 0.05608999803100108
2018-08-04 11:03:21, 0.0564928203336536
2018-08-04 12:03:20, 0.05733635110490115
2018-08-04 13:03:21, 0.057698772457064396
2018-08-04 14:03:22, 0.057971959630664434
2018-08-04 15:03:22, 0.05843871762749912
2018-08-04 16:03:21, 0.05828509833253344
2018-08-04 17:03:20, 0.0580103378879858
2018-08-04 18:03:23, 0.05795569307960533
2018-08-04 19:03:21, 0.057892229063131226
2018-08-04 20:03:23, 0.05787972957825521
2018-08-04 21:03:21, 0.058110681189833174
2018-08-04 22:03:22, 0.05791269512479308
2018-08-04 23:03:20, 0.05805579363403457
2018-08-05 00:03:21, 0.058240081855354266
2018-08-05 00:26:24, 0.058318782670990874
2018-08-05 00:35:07, 0.05836227844100974
2018-08-05 01:35:06, 0.058229910486476834
2018-08-05 02:35:06, 0.05816773268121458
2018-08-05 03:35:01, 0.058132934278514896
2018-08-05 04:35:03, 0.05823714080555481
2018-08-05 05:35:02, 0.05796661549212079
2018-08-05 06:35:01, 0.05806318340322932
2018-08-05 07:35:05, 0.057752119576147454
2018-08-05 08:35:07, 0.05777933986442313
2018-08-05 09:35:06, 0.057857508099356636
2018-08-05 10:35:03, 0.05821796254744495
2018-08-05 11:35:02, 0.05821810177794051
2018-08-05 12:34:59, 0.05797511984077687
2018-08-05 13:35:02, 0.05789013421661887
2018-08-05 14:35:04, 0.058044282084090425
2018-08-05 15:35:04, 0.05798743768536195
2018-08-05 16:35:09, 0.05773780766137877
2018-08-05 17:35:02, 0.05793541911602478
2018-08-05 18:35:01, 0.058455696237001635
2018-08-05 19:34:59, 0.058506153335997395
2018-08-05 20:35:04, 0.05817400938051553
2018-08-05 21:35:00, 0.05813031118708634
2018-08-05 22:35:02, 0.058180991493618626
2018-08-05 23:35:00, 0.05785651428910248
2018-08-06 00:35:06, 0.05787397222494121
2018-08-06 01:35:00, 0.058097488807031444
2018-08-06 02:35:01, 0.05790228530165346
2018-08-06 03:35:09, 0.057820263661896985
2018-08-06 04:29:31, 0.057919653296269795
2018-08-06 05:29:28, 0.05836756249533872
2018-08-06 06:29:27, 0.058241784230685885
2018-08-06 06:35:06, 0.05831200179282561
2018-08-06 07:35:07, 0.05839404981462094
2018-08-06 08:35:04, 0.05839710199150274
2018-08-06 09:35:10, 0.058359289449978785
2018-08-06 10:35:06, 0.05841926038726599
2018-08-06 11:35:07, 0.0582722208552126
2018-08-06 12:35:05, 0.05851879089286204
2018-08-06 13:01:24, 0.05831038251268182
2018-08-06 14:01:23, 0.05834905800667824
2018-08-06 15:01:26, 0.05833448909908459
2018-08-06 16:01:23, 0.058416929374888175
2018-08-06 17:01:24, 0.05826795293351705
2018-08-06 18:01:24, 0.05837559183892761
2018-08-06 19:01:24, 0.05854443714631079
2018-08-06 19:06:01, 0.05864855436463579
