date,ethereum
2018-06-07 15:13:56, 0.07843377866859041
2018-06-07 16:13:49, 0.07838240207726682
2018-06-07 17:13:51, 0.07832372386852575
2018-06-07 18:13:51, 0.07809071077281232
2018-06-07 19:13:44, 0.07807400818515048
2018-06-07 20:13:43, 0.07815987133393684
2018-06-07 21:13:50, 0.07820306357428233
2018-06-07 22:13:54, 0.07845614621506292
2018-06-07 23:13:55, 0.07851283056605984
2018-06-08 00:13:50, 0.0786109347611493
2018-06-08 00:50:45, 0.07862471270139071
2018-06-08 01:50:34, 0.07848483958070232
2018-06-08 01:55:25, 0.07848745670566289
2018-06-08 02:51:09, 0.07862409143781485
2018-06-08 03:51:12, 0.07866256022702774
2018-06-08 04:19:36, 0.07848917894419387
2018-06-08 05:18:44, 0.07822800375531946
2018-06-08 06:07:17, 0.07833364842560944
2018-06-08 07:06:04, 0.07840216901195739
2018-06-08 08:06:01, 0.0783501556938687
2018-06-08 09:06:04, 0.07833149515957873
2018-06-08 10:06:05, 0.07818258283294034
2018-06-08 11:05:58, 0.07822650538416087
2018-06-08 12:06:04, 0.07802413879283289
2018-06-08 13:06:02, 0.07799230448320005
2018-06-08 14:05:59, 0.07794420842176071
2018-06-08 15:06:01, 0.07794294954749022
2018-06-08 16:06:07, 0.07774031553748494
2018-06-08 17:06:02, 0.07764269015176653
2018-06-08 18:06:01, 0.07770709891795677
2018-06-08 19:06:03, 0.07773045128705311
2018-06-08 20:06:03, 0.07811437579897398
2018-06-08 21:06:08, 0.0781047792369806
2018-06-08 22:06:03, 0.07828466673927698
2018-06-08 23:08:00, 0.07839549200195899
2018-06-09 00:06:23, 0.07858194772884923
2018-06-09 02:26:41, 0.0785053152673793
2018-06-09 03:07:53, 0.07850661361216832
2018-06-09 04:06:28, 0.07837983699570061
2018-06-09 05:06:38, 0.0783842354008082
2018-06-09 06:08:22, 0.07819960255255452
2018-06-09 07:06:23, 0.07853693283480995
2018-06-09 08:08:03, 0.07854535811089518
2018-06-09 09:07:43, 0.07851333447000343
2018-06-09 10:06:28, 0.07824091012225214
2018-06-09 11:06:43, 0.07828382309076204
2018-06-09 11:42:10, 0.07834732068171044
2018-06-09 12:41:02, 0.07845063724893186
2018-06-09 13:41:02, 0.07835214382083368
2018-06-09 14:41:03, 0.07825814388483698
2018-06-09 15:41:01, 0.07824558780746424
2018-06-09 16:41:04, 0.07806063543212902
2018-06-09 17:41:02, 0.07806255270708451
2018-06-09 18:41:02, 0.0780224645586819
2018-06-09 19:41:02, 0.07807713601027408
2018-06-09 20:41:01, 0.0781201199531585
2018-06-09 21:41:01, 0.07831752185615333
2018-06-09 22:41:03, 0.07835936957908722
2018-06-09 23:41:00, 0.07829192354935442
2018-06-10 00:41:00, 0.07823760062743966
2018-06-10 01:41:00, 0.07803109485689913
2018-06-10 02:40:59, 0.0778819665245486
2018-06-10 03:40:58, 0.07785369718356326
2018-06-10 04:41:00, 0.0777280830439108
2018-06-10 05:41:02, 0.07749721928151207
2018-06-10 06:41:01, 0.07787557519035615
2018-06-10 07:41:02, 0.07759402333450657
2018-06-10 08:41:03, 0.07775928222451753
2018-06-10 09:41:01, 0.07785112339906099
2018-06-10 10:41:02, 0.07764590100401618
2018-06-10 11:41:03, 0.077865783208741
