date,dash
2018-08-05 18:29:23, 0.029365388349316356
2018-08-05 18:34:28, 0.02937129002698126
2018-08-05 18:39:31, 0.02938747371965117
2018-08-05 18:44:30, 0.02939535807470901
2018-08-05 18:49:25, 0.029393778910286723
2018-08-05 18:54:38, 0.02939796461373924
2018-08-05 18:59:29, 0.029394412944682518
2018-08-05 19:04:32, 0.029385275017162617
2018-08-05 19:09:25, 0.029385462870000205
2018-08-05 19:14:37, 0.029338672637589006
2018-08-05 19:19:27, 0.02933318687111764
2018-08-05 19:24:32, 0.029357972181402982
2018-08-05 19:29:30, 0.029372876682820338
2018-08-05 19:34:38, 0.02937220746961878
2018-08-05 19:39:31, 0.029364567971474288
2018-08-05 19:44:32, 0.029360225167777573
2018-08-05 19:49:25, 0.029372903580250676
2018-08-05 19:54:38, 0.029350973100526402
2018-08-05 19:59:28, 0.02933421905681997
2018-08-05 20:04:36, 0.02933041727936067
2018-08-05 20:09:28, 0.029325015646652953
2018-08-05 20:14:37, 0.029329583776537667
2018-08-05 20:19:19, 0.02933950524517604
2018-08-05 20:24:38, 0.029332410130286472
2018-08-05 20:29:29, 0.02931826302830212
2018-08-05 20:34:34, 0.029288966267723617
2018-08-05 20:39:25, 0.02928508063988263
2018-08-05 20:44:30, 0.029310321862150334
2018-08-05 20:49:27, 0.02934381886057079
2018-08-05 20:54:32, 0.02932774334683323
2018-08-05 20:59:27, 0.02933623399839623
2018-08-05 21:04:41, 0.029346966079657977
2018-08-05 21:09:22, 0.029326402702625518
2018-08-05 21:14:40, 0.029463921677923582
2018-08-05 21:19:28, 0.029469106850154
2018-08-05 21:24:38, 0.029417137748957448
2018-08-05 21:29:21, 0.0293691071912804
2018-08-05 21:34:35, 0.029486825179746965
2018-08-05 21:39:29, 0.02947903057834378
2018-08-05 21:44:32, 0.029474222347541896
2018-08-05 21:49:28, 0.029403613416977604
2018-08-05 21:54:38, 0.02939198691360614
2018-08-05 21:59:29, 0.02939912837202938
2018-08-05 22:04:33, 0.0294135638311099
2018-08-05 22:09:25, 0.02943229545750627
2018-08-05 22:14:35, 0.029428537121976364
2018-08-05 22:19:25, 0.029413217006579374
2018-08-05 22:24:31, 0.029408893339651097
2018-08-05 22:29:28, 0.029421929879124602
2018-08-05 22:34:30, 0.02936181719916969
2018-08-05 22:39:25, 0.029399073836567566
2018-08-05 22:44:38, 0.029359244303727924
2018-08-05 22:49:13, 0.029430201104935837
2018-08-05 22:54:38, 0.029441541002221825
2018-08-05 22:59:17, 0.029398309712048307
2018-08-05 23:04:34, 0.02945196737196638
2018-08-05 23:09:24, 0.02955124404049623
2018-08-05 23:14:39, 0.029550558573970865
2018-08-05 23:19:22, 0.029562334600749394
2018-08-05 23:24:37, 0.029562042061189935
2018-08-05 23:29:23, 0.02947452817945869
2018-08-05 23:34:39, 0.029427721026118007
2018-08-05 23:39:29, 0.02942647233675892
2018-08-05 23:44:35, 0.0294901562381155
2018-08-05 23:49:23, 0.029615865071747058
2018-08-05 23:54:30, 0.029706185572948986
2018-08-05 23:59:31, 0.029696667672050658
2018-08-06 00:04:31, 0.029686722427613714
2018-08-06 00:09:30, 0.02965924296217928
2018-08-06 00:14:37, 0.029693670822861853
2018-08-06 00:19:28, 0.02971057029514678
2018-08-06 00:24:31, 0.02975378514575788
2018-08-06 00:29:22, 0.02975049965358537
2018-08-06 00:34:41, 0.02974196107769031
2018-08-06 00:39:25, 0.02972787537841037
2018-08-06 00:44:38, 0.029751474199862796
2018-08-06 00:49:27, 0.029745743300875746
2018-08-06 00:54:33, 0.02975687208851078
2018-08-06 00:59:30, 0.0297290007635114
2018-08-06 01:04:36, 0.029721221372942693
2018-08-06 01:09:28, 0.029723520956901645
2018-08-06 01:14:34, 0.02970421983806475
2018-08-06 01:19:26, 0.029703385851365022
2018-08-06 01:24:30, 0.02969666206613928
2018-08-06 01:29:22, 0.02970377671307764
2018-08-06 01:34:36, 0.02973972154924811
2018-08-06 01:39:31, 0.029741100074679762
2018-08-06 01:44:38, 0.029717671499732656
2018-08-06 01:49:29, 0.02972364611025329
2018-08-06 01:54:35, 0.02969509261819684
2018-08-06 01:59:29, 0.029688089793677496
2018-08-06 02:04:36, 0.029700371494879023
2018-08-06 02:09:27, 0.029733914432198534
2018-08-06 02:14:42, 0.02972877553171161
2018-08-06 02:19:30, 0.029728694767936232
2018-08-06 02:24:38, 0.029702167791086108
2018-08-06 02:29:28, 0.02974647939542712
2018-08-06 02:34:38, 0.02966916595351061
2018-08-06 02:39:26, 0.029640600512960243
2018-08-06 02:44:29, 0.029608366975204487
2018-08-06 02:49:26, 0.029631270869103953
2018-08-06 02:54:37, 0.029639400012490835
2018-08-06 02:59:23, 0.029639124660777845
2018-08-06 03:04:37, 0.02964088684856803
2018-08-06 03:09:29, 0.029646106936716043
2018-08-06 03:14:40, 0.029685269277006925
2018-08-06 03:19:30, 0.02967083226627126
2018-08-06 03:24:31, 0.029611817264671242
2018-08-06 03:29:24, 0.02959143260305596
2018-08-06 03:34:37, 0.029578811912050966
2018-08-06 03:39:21, 0.02965618402997993
2018-08-06 03:44:36, 0.029471456403409674
2018-08-06 03:49:28, 0.02948941342168332
2018-08-06 03:54:39, 0.02947490018822892
2018-08-06 03:59:27, 0.02956308161941109
2018-08-06 04:04:34, 0.029572682908885935
2018-08-06 04:09:17, 0.02953157591704273
2018-08-06 04:14:28, 0.02957047459539048
2018-08-06 04:19:31, 0.029580186099092486
2018-08-06 04:24:34, 0.029582255960188222
2018-08-06 04:29:11, 0.029613169291415695
2018-08-06 04:29:20, 0.029613170111368645
2018-08-06 04:33:56, 0.029534433925246784
2018-08-06 04:38:58, 0.02951935844925204
2018-08-06 04:43:52, 0.029465393647982587
2018-08-06 04:49:00, 0.0294807383700075
2018-08-06 04:53:55, 0.02949764408438362
2018-08-06 04:59:02, 0.02954702160406735
2018-08-06 05:03:55, 0.029533123885499238
2018-08-06 05:08:58, 0.02954905480252445
2018-08-06 05:13:50, 0.029515129004436706
2018-08-06 05:18:58, 0.029587152751447743
2018-08-06 05:23:50, 0.029593291849175474
2018-08-06 05:29:04, 0.02960213906548946
2018-08-06 05:33:54, 0.029589666309040138
2018-08-06 05:38:59, 0.02957200339284436
2018-08-06 05:43:46, 0.029583571802638778
2018-08-06 05:49:02, 0.02956411278566951
2018-08-06 05:53:49, 0.029493898801636796
2018-08-06 05:58:55, 0.029508918210486575
2018-08-06 06:03:57, 0.02948500061064619
2018-08-06 06:09:01, 0.029294117460453642
2018-08-06 06:13:49, 0.02925363486859595
2018-08-06 06:19:03, 0.029260735556582738
2018-08-06 06:23:55, 0.029259408081451856
2018-08-06 06:29:06, 0.029284313999053065
2018-08-06 06:33:53, 0.029341052635879647
2018-08-06 06:34:23, 0.02934101142705082
2018-08-06 06:39:00, 0.029334834043109704
2018-08-06 06:39:21, 0.02933585941561991
2018-08-06 06:44:31, 0.029356803447666495
